#node	date	numeric date
NODE_0001364	2009-04-27	2009.320000
EPI_ISL_30969|182753|A/New_York/3207/2009||2009-04-26	2009-04-27	2009.320000
EPI_ISL_31444|183738|A/New_York/3206/2009||2009-04-26	2009-04-27	2009.320000
NODE_0001367	2009-04-24	2009.310464
NODE_0001369	2009-04-25	2009.314578
NODE_0001372	2009-04-26	2009.317776
NODE_0001376	2009-04-27	2009.320000
EPI_ISL_31201|183276|A/Utah/02/2009|C1|2009-04-28	2009-04-27	2009.320000
EPI_ISL_61276|212585|A/New_York/3049/2009||2009-04-27	2009-04-27	2009.320000
NODE_0001378	2009-04-27	2009.320000
EPI_ISL_29963|178435|A/New_York/13/2009|C1|2009-04-25	2009-04-27	2009.320000
EPI_ISL_30730|181840|A/District_of_Columbia/01/2009|C1|2009-04-27	2009-04-27	2009.320000
NODE_0001379	2009-04-26	2009.317776
NODE_0001380	2009-04-27	2009.320000
EPI_ISL_30965|182721|A/New_York/3227/2009||2009-04-28	2009-04-27	2009.320000
EPI_ISL_30828|182233|A/New_York/3196/2009||2009-04-28	2009-04-27	2009.320000
NODE_0001381	2009-04-27	2009.320000
EPI_ISL_30967|182737|A/New_York/3236/2009||2009-04-28	2009-04-27	2009.320000
EPI_ISL_30966|182729|A/New_York/3230/2009||2009-04-28	2009-04-27	2009.320000
NODE_0001383	2009-04-25	2009.314578
NODE_0001384	2009-04-26	2009.317776
NODE_0001385	2009-04-27	2009.320000
EPI_ISL_29965|178442|A/Massachusetts/06/2009|C1|2009-04-26	2009-04-27	2009.320000
EPI_ISL_29966|178445|A/Massachusetts/07/2009|C1|2009-04-26	2009-04-27	2009.320000
NODE_0001386	2009-04-27	2009.320000
EPI_ISL_30963|182705|A/New_York/3211/2009||2009-04-28	2009-04-27	2009.320000
EPI_ISL_30690|181709|A/New_York/3188/2009||2009-04-28	2009-04-27	2009.320000
NODE_0001388	2009-04-26	2009.317776
NODE_0001389	2009-04-27	2009.320000
EPI_ISL_30189|189145|A/Nevada/03/2009|C1|2009-04-26	2009-04-27	2009.320000
EPI_ISL_29970|179158|A/New_York/09/2009|C1|2009-04-25	2009-04-27	2009.320000
NODE_0001390	2009-04-27	2009.320000
EPI_ISL_30578|181143|A/New_York/3193/2009||2009-04-28	2009-04-27	2009.320000
EPI_ISL_30580|181159|A/New_York/3215/2009||2009-04-25	2009-04-27	2009.320000
NODE_0001391	2009-04-21	2009.301842
NODE_0001392	2009-04-24	2009.310464
NODE_0001393	2009-04-25	2009.314578
NODE_0001394	2009-04-26	2009.317776
NODE_0001395	2009-04-27	2009.320000
EPI_ISL_29953|178383|A/California/14/2009|C1|2009-04-25	2009-04-27	2009.320000
EPI_ISL_30688|181693|A/New_York/3186/2009||2009-04-26	2009-04-27	2009.320000
NODE_0001398	2009-04-27	2009.320000
EPI_ISL_29741|189155|A/New_York/15/2009|C1|2009-04-25	2009-04-27	2009.320000
EPI_ISL_30566|181003|A/New_York/3173/2009||2009-04-28	2009-04-27	2009.320000
NODE_0001399	2009-04-26	2009.317776
NODE_0001400	2009-04-27	2009.320000
EPI_ISL_30462|180394|A/New_York/3191/2009||2009-04-25	2009-04-27	2009.320000
EPI_ISL_30826|182217|A/New_York/3184/2009||2009-04-28	2009-04-27	2009.320000
NODE_0001402	2009-04-27	2009.320000
EPI_ISL_30561|180963|A/New_York/3166/2009||2009-04-26	2009-04-27	2009.320000
EPI_ISL_30119|179200|A/Virginia/04/2009|C1|2009-04-27	2009-04-27	2009.320000
NODE_0001403	2009-04-25	2009.314578
NODE_0001404	2009-04-26	2009.317776
NODE_0001405	2009-04-27	2009.320000
EPI_ISL_61278|212601|A/New_York/3124/2009|RhMK1|2009-04-28	2009-04-27	2009.320000
EPI_ISL_30478|180514|A/New_York/3260/2009||2009-04-27	2009-04-27	2009.320000
NODE_0001406	2009-04-27	2009.320000
EPI_ISL_30961|182689|A/New_York/3209/2009||2009-04-25	2009-04-27	2009.320000
EPI_ISL_29738|177378|A/New_York/10/2009|C1|2009-04-25	2009-04-27	2009.320000
NODE_0001407	2009-04-26	2009.317776
NODE_0001409	2009-04-27	2009.320000
EPI_ISL_30563|180979|A/New_York/3169/2009||2009-04-26	2009-04-27	2009.320000
EPI_ISL_30169|179390|A/New_York/3008/2009||2009-04-27	2009-04-27	2009.320000
NODE_0001410	2009-04-27	2009.320000
EPI_ISL_30565|180995|A/New_York/3172/2009||2009-04-27	2009-04-27	2009.320000
EPI_ISL_29737|179156|A/New_York/06/2009|C1|2009-04-25	2009-04-27	2009.320000
NODE_0001411	2009-04-22	2009.305956
NODE_0001414	2009-04-26	2009.317776
NODE_0001415	2009-04-27	2009.320000
EPI_ISL_30579|181151|A/New_York/3214/2009||2009-04-25	2009-04-27	2009.320000
EPI_ISL_30722|221137|A/New_York/37/2009|E2|2009-04-25	2009-04-27	2009.320000
NODE_0001416	2009-04-27	2009.320000
EPI_ISL_30143|179284|A/New_York/11/2009|E2|2009-04-25	2009-04-27	2009.320000
EPI_ISL_30471|180458|A/New_York/3238/2009||2009-04-28	2009-04-27	2009.320000
NODE_0001417	2009-04-24	2009.310069
NODE_0001418	2009-04-26	2009.317776
NODE_0001419	2009-04-27	2009.320000
EPI_ISL_30715|181809|A/New_York/33/2009|E2|2009-04-25	2009-04-27	2009.320000
EPI_ISL_32022|185410|A/New_York/45/2009|E2|2009-04-25	2009-04-27	2009.320000
NODE_0001420	2009-04-27	2009.320000
EPI_ISL_30716|181812|A/New_York/39/2009|E2|2009-04-25	2009-04-27	2009.320000
EPI_ISL_30141|179279|A/New_York/08/2009|E2|2009-04-25	2009-04-27	2009.320000
NODE_0001423	2009-04-25	2009.313268
NODE_0001424	2009-04-27	2009.320000
EPI_ISL_30469|180442|A/New_York/3235/2009||2009-04-28	2009-04-27	2009.320000
EPI_ISL_61279|212609|A/New_York/3167/2009|RhMK1|2009-04-28	2009-04-27	2009.320000
NODE_0001427	2009-04-26	2009.315492
EPI_ISL_30479|180522|A/New_York/3262/2009||2009-04-27	2009-04-27	2009.320000
NODE_0001428	2009-04-27	2009.320464
NODE_0001429	2009-04-29	2009.324578
NODE_0001430	2009-04-30	2009.327776
NODE_0001432	2009-05-01	2009.330000
EPI_ISL_30691|181717|A/New_York/3190/2009||2009-04-29	2009-05-01	2009.330000
EPI_ISL_61284|212649|A/New_York/3365/2009|RhMK1|2009-04-30	2009-05-01	2009.330000
NODE_0001436	2009-05-01	2009.330000
EPI_ISL_31443|183729|A/New_York/3247/2009||2009-04-29	2009-05-01	2009.330000
EPI_ISL_30481|181141|A/New_York/3265/2009||2009-04-29	2009-05-01	2009.330000
NODE_0001437	2009-04-30	2009.327776
NODE_0001438	2009-05-01	2009.330000
EPI_ISL_30576|181125|A/New_York/3261/2009||2009-04-29	2009-05-01	2009.330000
EPI_ISL_61282|212633|A/New_York/3345/2009|RhMK2|2009-05-01	2009-05-01	2009.330000
NODE_0001439	2009-05-01	2009.330000
EPI_ISL_30564|180987|A/New_York/3170/2009||2009-05-02	2009-05-01	2009.330000
EPI_ISL_30687|181685|A/New_York/3185/2009||2009-04-29	2009-05-01	2009.330000
NODE_0001440	2009-04-29	2009.324578
NODE_0001441	2009-04-30	2009.327776
NODE_0001442	2009-05-01	2009.330000
EPI_ISL_30569|181030|A/New_York/3194/2009||2009-04-30	2009-05-01	2009.330000
EPI_ISL_30689|181701|A/New_York/3187/2009||2009-05-01	2009-05-01	2009.330000
NODE_0001445	2009-05-01	2009.330000
EPI_ISL_31453|183810|A/New_York/3408/2009||2009-05-02	2009-05-01	2009.330000
EPI_ISL_30577|181133|A/New_York/3264/2009||2009-04-29	2009-05-01	2009.330000
NODE_0001448	2009-05-01	2009.330464
NODE_0001450	2009-06-22	2009.471397
EPI_ISL_71238|246460|A/New_York/4925/2009||2009-08-25	2009-08-22	2009.640000
NODE_0001451	2009-06-22	2009.471397
NODE_0000429	2009-09-11	2009.695321
EPI_ISL_71574|248338|A/Wisconsin/629-D02342/2009||2009-10-18	2009-10-16	2009.790000
EPI_ISL_73509|252826|A/Texas/JMS373/2009||2009-11-21	2009-11-18	2009.880000
NODE_0001453	2009-06-22	2009.471397
NODE_0000092	2009-08-10	2009.606391
EPI_ISL_75127|258574|A/California/VRDL92/2009|P0|2009-10-17	2009-10-16	2009.790000
NODE_0000094	2009-10-27	2009.820000
EPI_ISL_75131|258606|A/California/VRDL98/2009|P0|2009-10-29	2009-10-27	2009.820000
EPI_ISL_87665|308740|A/Los_Angeles/INS423/2010|P0|2010-02-05	2010-02-06	2010.100000
NODE_0001456	2009-09-16	2009.707854
EPI_ISL_77671|273741|A/Iowa/05/2010|C1|2010-05-04	2010-05-05	2010.340000
NODE_0001457	2009-10-15	2009.787776
EPI_ISL_73411|252155|A/Utah/03/2010|C2|2010-03-08	2010-03-11	2010.190000
NODE_0001458	2009-10-16	2009.790000
EPI_ISL_76904|271451|A/Pensacola/INS212/2009|P0|2009-11-10	2009-11-07	2009.850000
EPI_ISL_75174|258950|A/Wisconsin/629-D02082/2009|P0|2009-10-19	2009-10-16	2009.790000
NODE_0001459	2009-06-22	2009.471397
EPI_ISL_62562|218279|A/New_York/4824/2009||2009-09-03	2009-09-02	2009.670000
NODE_0001460	2009-06-22	2009.471397
NODE_0000087	2009-08-22	2009.638777
EPI_ISL_66293|347035|A/Texas/66/2009|X|2009-09-29	2009-09-28	2009.740000
EPI_ISL_81687|288274|A/Boston/663/2009|P0|2009-11-16	2009-11-14	2009.870000
NODE_0001463	2009-09-19	2009.717776
EPI_ISL_76737|270615|A/California/VRDL132/2009|P0|2009-12-30	2009-12-28	2009.990000
NODE_0001464	2009-09-20	2009.720000
EPI_ISL_71517|247882|A/Wisconsin/629-D00410/2009||2009-09-24	2009-09-20	2009.720000
EPI_ISL_71549|248138|A/Wisconsin/629-D01355/2009||2009-09-21	2009-09-20	2009.720000
NODE_0001465	2009-06-22	2009.471397
NODE_0000249	2009-07-31	2009.578906
EPI_ISL_71861|249678|A/Texas/461917783/2009||2009-10-19	2009-10-16	2009.790000
EPI_ISL_66307|231473|A/Texas/69/2009|C1|2009-11-01	2009-10-27	2009.820000
NODE_0002461	2009-08-26	2009.650914
NODE_0000258	2009-10-23	2009.808697
EPI_ISL_77416|272734|A/South_Carolina/02/2010|E3|2010-03-05	2010-03-07	2010.180000
NODE_0000259	2009-11-28	2009.908353
EPI_ISL_73522|252930|A/Texas/JMS391/2009||2009-12-23	2009-12-21	2009.970000
NODE_0001470	2009-12-04	2009.924280
EPI_ISL_73540|253074|A/Texas/JMS413/2009||2010-02-03	2010-02-02	2010.090000
EPI_ISL_77665|273720|A/Delaware/03/2010|C1|2010-03-26	2010-03-29	2010.240000
NODE_0002473	2009-08-31	2009.664201
EPI_ISL_73524|252946|A/Texas/JMS393/2009||2009-12-27	2009-12-24	2009.980000
NODE_0001471	2009-09-06	2009.682167
EPI_ISL_73502|252770|A/Texas/JMS363/2009||2009-11-08	2009-11-03	2009.840000
NODE_0001472	2009-09-14	2009.702165
EPI_ISL_73506|252802|A/Texas/JMS370/2009||2009-11-14	2009-11-10	2009.860000
NODE_0001473	2009-09-28	2009.742215
EPI_ISL_73511|252842|A/Texas/JMS380/2009||2009-11-27	2009-11-25	2009.900000
NODE_0001475	2009-10-16	2009.790000
EPI_ISL_71500|247753|A/Texas/46172734/2009||2009-10-17	2009-10-16	2009.790000
NODE_0001476	2009-11-03	2009.840000
EPI_ISL_73503|252778|A/Texas/JMS364/2009||2009-11-08	2009-11-03	2009.840000
NODE_0001477	2009-11-10	2009.860000
EPI_ISL_89033|313334|A/Texas/JMS368/2009||2009-11-13	2009-11-10	2009.860000
EPI_ISL_73514|252866|A/Texas/JMS383/2009||2009-11-29	2009-11-25	2009.900000
NODE_0001478	2009-07-28	2009.572205
NODE_0000006	2009-10-05	2009.760000
EPI_ISL_71247|246532|A/New_York/4988/2009||2009-10-06	2009-10-05	2009.760000
NODE_0000003	2010-10-21	2010.805430
JX080642|A/swine/Iowa/A01049020/2010|mixed|USA|11/16/2010	2010-11-14	2010.870000
NODE_0000004	2011-07-13	2011.530000
JX092287|A/swine/North_Carolina/A01202451/2011|H1N1|USA|07/14/2011	2011-07-13	2011.530000
JX092286|A/swine/North_Carolina/A01202450/2011|H1N1|USA|07/14/2011	2011-07-13	2011.530000
VDL|A/swine/North_Carolina/23199/2011|H1N1|HA|swine|2011-07-15	2011-07-13	2011.530000
NODE_0001482	2010-11-24	2010.897776
CY114996|A/swine/Pennsylvania/A01134526/2011|H1N1|USA|02/14/2011	2011-02-13	2011.120000
NODE_0001483	2010-11-25	2010.900000
VDL|A/swine/North_Carolina/35489/2010|H1N1|HA|swine|2010-12-01	2010-11-29	2010.910000
JF833341|A/swine/North_Carolina/A01049163/2010|H1N1|USA|11/30/2010	2010-11-25	2010.900000
NODE_0001484	2009-07-28	2009.572205
NODE_0000239	2009-10-04	2009.757673
EPI_ISL_71488|247657|A/New_York/5196/2009||2009-10-20	2009-10-16	2009.790000
EPI_ISL_74145|254938|A/New_York/6937/2009|P0|2009-12-11	2009-12-06	2009.930000
NODE_0001486	2009-07-28	2009.572205
EPI_ISL_62210|216718|A/Arizona/15/2009|C2|2009-09-16	2009-09-13	2009.700000
NODE_0001487	2009-07-28	2009.572205
EPI_ISL_71240|246476|A/New_York/4945/2009||2009-09-23	2009-09-20	2009.720000
NODE_0001488	2009-07-28	2009.572205
NODE_0000128	2009-09-20	2009.720000
EPI_ISL_71241|246484|A/New_York/4947/2009||2009-09-23	2009-09-20	2009.720000
NODE_0001490	2009-10-05	2009.760000
EPI_ISL_71246|246524|A/New_York/4987/2009||2009-10-06	2009-10-05	2009.760000
NODE_0001491	2009-10-12	2009.780000
EPI_ISL_71251|246564|A/New_York/5079/2009||2009-10-13	2009-10-12	2009.780000
EPI_ISL_71489|247665|A/New_York/5217/2009||2009-10-20	2009-10-16	2009.790000
NODE_0001494	2009-08-16	2009.622204
NODE_0000747	2010-01-30	2010.080000
EPI_ISL_71356|247239|A/California/02/2010|C1|2010-02-01	2010-01-30	2010.080000
EPI_ISL_76744|270671|A/California/VRDL7/2010|P0|2010-02-01	2010-01-30	2010.080000
NODE_0001498	2009-08-16	2009.622204
NODE_0000301	2009-10-01	2009.750000
EPI_ISL_70763|245444|A/New_York/4979/2009||2009-10-05	2009-10-01	2009.750000
EPI_ISL_71484|247625|A/New_York/5045/2009||2009-10-12	2009-10-09	2009.770000
NODE_0001500	2009-08-16	2009.624346
NODE_0000137	2009-10-25	2009.815500
EPI_ISL_76734|270591|A/California/VRDL129/2009|P0|2009-12-30	2009-12-28	2009.990000
EPI_ISL_76909|271491|A/San_Diego/INS214/2009|P0|2009-11-09	2009-11-07	2009.850000
NODE_0001502	2009-08-17	2009.625289
NODE_0001503	2009-08-17	2009.625289
EPI_ISL_66285|231399|A/Arkansas/06/2009|C1|2009-10-17	2009-10-16	2009.790000
NODE_0001504	2009-08-17	2009.625289
EPI_ISL_70784|245612|A/San_Diego/INS68/2009||2009-11-03	2009-10-30	2009.830000
NODE_0001506	2009-08-17	2009.625289
EPI_ISL_81686|288266|A/Boston/658/2009|P0|2009-11-13	2009-11-10	2009.860000
EPI_ISL_73499|252746|A/Texas/JMS359/2009||2009-11-07	2009-11-03	2009.840000
NODE_0000723	2009-10-12	2009.780000
EPI_ISL_66801|233178|A/North_Carolina/41/2009|IR|2009-10-16	2009-10-12	2009.780000
EPI_ISL_145534|466980|A/North_Carolina/39/2009|X/C4|2009-10-15	2009-10-12	2009.780000
EPI_ISL_66803|233182|A/North_Carolina/42/2009|IR|2009-10-14	2009-10-12	2009.780000
EPI_ISL_66798|233170|A/North_Carolina/39/2009|IR|2009-10-15	2009-10-12	2009.780000
EPI_ISL_71283|246820|A/New_York/6663/2009|P0|2009-11-23	2009-11-18	2009.880000
EPI_ISL_66800|233175|A/North_Carolina/40/2009|IR|2009-11-02	2009-10-30	2009.830000
NODE_0001510	2009-05-03	2009.334578
NODE_0001511	2009-05-04	2009.337776
NODE_0001512	2009-05-05	2009.340000
EPI_ISL_33592|189206|A/Montana/06/2009|C1|2009-05-05	2009-05-05	2009.340000
EPI_ISL_30974|182793|A/New_York/3313/2009||2009-05-04	2009-05-05	2009.340000
NODE_0001513	2009-05-05	2009.340000
EPI_ISL_70244|243680|A/Texas/45/2009|X|2009-05-04	2009-05-05	2009.340000
EPI_ISL_32021|185402|A/Montana/07/2009|C1|2009-05-04	2009-05-05	2009.340000
NODE_0001514	2009-05-07	2009.347776
NODE_0001516	2009-05-08	2009.350000
EPI_ISL_61283|212641|A/New_York/3364/2009|RhMK1|2009-05-06	2009-05-08	2009.350000
EPI_ISL_31448|183770|A/New_York/3354/2009||2009-05-08	2009-05-08	2009.350000
NODE_0001517	2009-05-10	2009.354578
NODE_0001519	2009-05-11	2009.357776
NODE_0001520	2009-05-12	2009.360000
EPI_ISL_61286|212665|A/New_York/3420/2009||2009-05-13	2009-05-12	2009.360000
EPI_ISL_61285|212657|A/New_York/3413/2009||2009-05-11	2009-05-12	2009.360000
NODE_0001522	2009-05-12	2009.360000
EPI_ISL_33226|187749|A/New_York/3418/2009||2009-05-12	2009-05-12	2009.360000
EPI_ISL_31233|183317|A/Texas/32/2009|C1|2009-05-11	2009-05-12	2009.360000
NODE_0001523	2009-05-11	2009.357460
EPI_ISL_33229|187773|A/New_York/3488/2009||2009-05-12	2009-05-12	2009.360000
NODE_0001525	2009-05-12	2009.359684
EPI_ISL_31202|221188|A/Utah/03/2009|C1|2009-05-15	2009-05-16	2009.370000
NODE_0001529	2009-05-13	2009.362882
NODE_0001530	2009-05-16	2009.370000
EPI_ISL_33543|188927|A/New_York/3509/2009||2009-05-16	2009-05-16	2009.370000
EPI_ISL_33549|188975|A/New_York/3469/2009||2009-05-16	2009-05-16	2009.370000
NODE_0001532	2009-05-14	2009.365106
EPI_ISL_33544|188935|A/New_York/3545/2009||2009-05-16	2009-05-16	2009.370000
NODE_0001533	2009-05-16	2009.370199
NODE_0001534	2009-05-17	2009.374441
NODE_0001535	2009-05-18	2009.377776
NODE_0001536	2009-05-19	2009.380000
EPI_ISL_61292|212713|A/New_York/3571/2009||2009-05-20	2009-05-19	2009.380000
EPI_ISL_61297|212753|A/New_York/3580/2009||2009-05-19	2009-05-19	2009.380000
NODE_0001538	2009-05-19	2009.380000
EPI_ISL_61300|212777|A/New_York/3612/2009||2009-05-18	2009-05-19	2009.380000
EPI_ISL_33546|188951|A/New_York/3563/2009||2009-05-19	2009-05-19	2009.380000
NODE_0001540	2009-05-18	2009.377776
NODE_0001541	2009-05-19	2009.380000
EPI_ISL_33877|190524|A/New_York/3516/2009||2009-05-17	2009-05-19	2009.380000
EPI_ISL_33224|187733|A/New_York/3529/2009||2009-05-19	2009-05-19	2009.380000
NODE_0001543	2009-05-19	2009.380000
EPI_ISL_33545|188943|A/New_York/3552/2009||2009-05-20	2009-05-19	2009.380000
EPI_ISL_33878|190532|A/New_York/3528/2009||2009-05-19	2009-05-19	2009.380000
NODE_0001544	2009-05-17	2009.374441
NODE_0001545	2009-05-18	2009.377776
NODE_0001546	2009-05-19	2009.380000
EPI_ISL_33551|188991|A/New_York/3534/2009||2009-05-17	2009-05-19	2009.380000
EPI_ISL_33872|190484|A/New_York/3740/2009||2009-05-18	2009-05-19	2009.380000
NODE_0001547	2009-05-19	2009.380000
EPI_ISL_31452|183802|A/New_York/3468/2009||2009-05-17	2009-05-19	2009.380000
EPI_ISL_61298|212761|A/New_York/3582/2009||2009-05-20	2009-05-19	2009.380000
NODE_0001548	2009-05-18	2009.377776
NODE_0001549	2009-05-19	2009.380000
EPI_ISL_33225|187741|A/New_York/3551/2009||2009-05-20	2009-05-19	2009.380000
EPI_ISL_33541|188911|A/New_York/3501/2009||2009-05-17	2009-05-19	2009.380000
NODE_0001551	2009-05-19	2009.380000
EPI_ISL_32023|185414|A/New_York/59/2009|C2|2009-05-18	2009-05-19	2009.380000
NODE_0001552	2009-05-21	2009.384441
NODE_0001554	2009-05-22	2009.387776
NODE_0001555	2009-05-23	2009.390000
EPI_ISL_61306|212825|A/New_York/3627/2009||2009-05-22	2009-05-23	2009.390000
EPI_ISL_61302|212793|A/New_York/3614/2009||2009-05-22	2009-05-23	2009.390000
NODE_0001556	2009-05-23	2009.390000
EPI_ISL_61299|212769|A/New_York/3611/2009||2009-05-21	2009-05-23	2009.390000
EPI_ISL_32030|185436|A/Texas/39/2009|C2|2009-05-22	2009-05-23	2009.390000
NODE_0001557	2009-05-27	2009.400000
EPI_ISL_61305|212817|A/New_York/3625/2009||2009-05-26	2009-05-27	2009.400000
NODE_0001558	2009-05-28	2009.403733
NODE_0001559	2009-05-30	2009.410000
EPI_ISL_61322|212953|A/New_York/3812/2009||2009-05-31	2009-05-30	2009.410000
EPI_ISL_78775|277445|A/New_York/NHRC0001/2009|P0|2009-05-31	2009-05-30	2009.410000
NODE_0001560	2009-05-29	2009.405957
EPI_ISL_78776|277453|A/New_York/NHRC0002/2009|P0|2009-05-29	2009-05-30	2009.410000
NODE_0001561	2009-05-30	2009.410199
NODE_0001562	2009-06-01	2009.414441
NODE_0001564	2009-06-02	2009.417776
NODE_0001568	2009-06-03	2009.420000
EPI_ISL_32466|186250|A/Utah/10/2009|C2|2009-06-05	2009-06-03	2009.420000
EPI_ISL_61326|212985|A/New_York/3898/2009||2009-06-05	2009-06-03	2009.420000
NODE_0001573	2009-06-03	2009.420000
EPI_ISL_61324|212969|A/New_York/3819/2009||2009-06-02	2009-06-03	2009.420000
EPI_ISL_87597|308229|A/San_Diego/WRAIR1643P/2009|MDCK2|2009-06-04	2009-06-03	2009.420000
NODE_0001574	2009-06-02	2009.417776
NODE_0001575	2009-06-03	2009.420000
EPI_ISL_61321|212945|A/New_York/3803/2009||2009-06-02	2009-06-03	2009.420000
EPI_ISL_65038|251882|A/Utah/27/2009|C1|2009-06-03	2009-06-03	2009.420000
NODE_0001579	2009-06-03	2009.420000
EPI_ISL_63824|223225|A/New_York/3980/2009||2009-06-05	2009-06-03	2009.420000
EPI_ISL_61323|212961|A/New_York/3818/2009||2009-06-02	2009-06-03	2009.420000
NODE_0001583	2009-06-06	2009.427776
NODE_0001584	2009-06-06	2009.430000
EPI_ISL_63823|223217|A/New_York/3976/2009||2009-06-08	2009-06-06	2009.430000
EPI_ISL_61334|213049|A/New_York/4057/2009||2009-06-08	2009-06-06	2009.430000
NODE_0001585	2009-06-06	2009.430000
EPI_ISL_35018|194227|A/Pennsylvania/14/2009|X2/C1|2009-06-07	2009-06-06	2009.430000
NODE_0001588	2009-06-09	2009.437776
NODE_0001589	2009-06-10	2009.440000
EPI_ISL_61330|213017|A/New_York/4006/2009||2009-06-10	2009-06-10	2009.440000
EPI_ISL_61336|213065|A/New_York/4074/2009||2009-06-10	2009-06-10	2009.440000
NODE_0001592	2009-06-12	2009.444441
NODE_0001595	2009-06-13	2009.447776
NODE_0001596	2009-06-14	2009.450000
EPI_ISL_70727|245231|A/California/VRDL12/2009|P0|2009-06-15	2009-06-14	2009.450000
EPI_ISL_80200|282943|A/San_Diego/WR1627P/2009|MDCK2|2009-06-13	2009-06-14	2009.450000
NODE_0001601	2009-06-14	2009.450000
EPI_ISL_33591|189201|A/Utah/11/2009|C1|2009-06-14	2009-06-14	2009.450000
EPI_ISL_33589|189189|A/Utah/05/2009|C1|2009-06-14	2009-06-14	2009.450000
NODE_0001602	2009-06-17	2009.457776
NODE_0001604	2009-06-17	2009.460000
EPI_ISL_68096|237038|A/California/VRDL26/2009|P0|2009-06-18	2009-06-17	2009.460000
EPI_ISL_61339|213089|A/New_York/4290/2009||2009-06-19	2009-06-17	2009.460000
NODE_0001607	2009-06-19	2009.464441
NODE_0001608	2009-06-20	2009.467776
NODE_0001610	2009-06-21	2009.470000
EPI_ISL_65036|227864|A/Utah/21/2009|C1|2009-06-22	2009-06-21	2009.470000
EPI_ISL_76042|266594|A/Boston/122/2009|P0|2009-06-22	2009-06-21	2009.470000
NODE_0001611	2009-06-21	2009.470000
EPI_ISL_70729|245247|A/California/VRDL18/2009|P0|2009-06-22	2009-06-21	2009.470000
EPI_ISL_62531|218031|A/New_York/4402/2009||2009-06-21	2009-06-21	2009.470000
NODE_0001612	2009-06-24	2009.477776
NODE_0001616	2009-06-25	2009.480000
EPI_ISL_76129|267166|A/Boston/136/2009|P0|2009-06-26	2009-06-25	2009.480000
EPI_ISL_62530|218023|A/New_York/4400/2009||2009-06-25	2009-06-25	2009.480000
NODE_0001617	2009-06-25	2009.480000
EPI_ISL_63962|224232|A/Houston/24OS/2009||2009-06-26	2009-06-25	2009.480000
NODE_0001619	2009-06-28	2009.487776
NODE_0001620	2009-06-28	2009.490000
EPI_ISL_75353|259375|A/Boston/152/2009|P0|2009-06-29	2009-06-28	2009.490000
EPI_ISL_68094|237022|A/California/VRDL23/2009|P0|2009-06-29	2009-06-28	2009.490000
NODE_0001621	2009-06-28	2009.490000
EPI_ISL_76037|266554|A/Boston/116/2009|P0|2009-06-29	2009-06-28	2009.490000
NODE_0001622	2009-07-02	2009.500000
EPI_ISL_75351|259359|A/Boston/149/2009|P0|2009-07-01	2009-07-02	2009.500000
NODE_0001623	2009-07-06	2009.510000
EPI_ISL_35007|194148|A/Georgia/08/2009|C1|2009-07-06	2009-07-06	2009.510000
NODE_0001624	2009-07-07	2009.514441
NODE_0001625	2009-07-08	2009.517776
NODE_0001626	2009-07-09	2009.520000
EPI_ISL_68117|237206|A/California/VRDL51/2009|P0|2009-07-11	2009-07-09	2009.520000
EPI_ISL_62538|218087|A/New_York/4556/2009||2009-07-09	2009-07-09	2009.520000
NODE_0001629	2009-07-09	2009.520000
EPI_ISL_76706|270367|A/Boston/144/2009|P0|2009-07-09	2009-07-09	2009.520000
EPI_ISL_68111|237158|A/California/VRDL41/2009|P0|2009-07-11	2009-07-09	2009.520000
NODE_0001631	2009-07-09	2009.520000
EPI_ISL_63259|221192|A/Utah/43/2009|Original|2009-07-11	2009-07-09	2009.520000
NODE_0001632	2009-07-16	2009.537776
NODE_0001634	2009-07-17	2009.540000
EPI_ISL_62546|218151|A/New_York/4677/2009||2009-07-16	2009-07-17	2009.540000
EPI_ISL_62348|217228|A/Utah/39/2009|Original|2009-07-16	2009-07-17	2009.540000
NODE_0001636	2009-07-19	2009.547776
NODE_0001639	2009-07-20	2009.550000
EPI_ISL_80214|283051|A/San_Diego/WR1651P/2009|MDCK2|2009-07-21	2009-07-20	2009.550000
EPI_ISL_87589|308165|A/South_Carolina/WRAIR1503P/2009|MDCK2|2009-07-22	2009-07-20	2009.550000
NODE_0001640	2009-07-28	2009.570000
EPI_ISL_87594|308205|A/Virginia/WRAIR1511P/2009|MDCK2|2009-07-28	2009-07-28	2009.570000
NODE_0001641	2009-08-08	2009.600000
EPI_ISL_62220|216751|A/California/37/2009|C1|2009-08-08	2009-08-08	2009.600000
NODE_0001642	2009-08-15	2009.620000
EPI_ISL_62266|216961|A/Maryland/27/2009|C1|2009-08-17	2009-08-15	2009.620000
NODE_0001643	2009-08-29	2009.660000
EPI_ISL_62321|217150|A/South_Carolina/35/2009|X1/C1|2009-09-02	2009-08-29	2009.660000
NODE_0001644	2009-09-01	2009.667776
NODE_0001645	2009-09-02	2009.670000
EPI_ISL_62561|218271|A/New_York/4823/2009||2009-09-03	2009-09-02	2009.670000
EPI_ISL_62563|218287|A/New_York/4841/2009||2009-09-03	2009-09-02	2009.670000
NODE_0001646	2009-09-05	2009.677776
NODE_0001647	2009-09-06	2009.680000
EPI_ISL_63828|223257|A/New_York/4855/2009||2009-09-09	2009-09-06	2009.680000
EPI_ISL_62296|217072|A/Oregon/32/2009|MI/C2|2009-09-08	2009-09-06	2009.680000
NODE_0001648	2009-09-06	2009.680000
