#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI_ISL_359197|1457585|A/Wisconsin/70/2019|Original|2019-02-09, 2019.11, 0.039773, 0.002329
EPI_ISL_358625|1453053|A/Michigan/24/2019|Original|2019-01-21, 2019.06, 0.039769, 0.002511
EPI_ISL_359454|1459629|A/Michigan/138/2019|Original|2019-02-18, 2019.13, 0.039773, 0.002255
EPI_ISL_359073|1456601|A/Michigan/110/2019|Original|2019-02-15, 2019.12, 0.039776, 0.002294
EPI_ISL_359074|1456609|A/Michigan/111/2019|Original|2019-02-15, 2019.12, 0.039776, 0.002294
EPI_ISL_358900|1455233|A/Michigan/55/2019|Original|2019-01-26, 2019.07, 0.039194, 0.001899
EPI_ISL_358910|1455312|A/Michigan/46/2019|Original|2019-01-24, 2019.07, 0.039194, 0.001899
EPI_ISL_359051|1456426|A/Michigan/108/2019|Original|2019-02-15, 2019.12, 0.039194, 0.001712
EPI_ISL_359068|1456562|A/Michigan/102/2019|Original|2019-02-13, 2019.12, 0.039194, 0.001712
EPI_ISL_358624|1453045|A/Michigan/21/2019|Original|2019-01-17, 2019.05, 0.039194, 0.001973
EPI_ISL_370579|1521026|A/Colorado/7816/2019|Original|2019-01-03, 2019.01, 0.039179, 0.002107
EPI_ISL_387243|1576005|A/Mississippi/8468/2019|Original|2019-02-05, 2019.1, 0.040938, 0.003531
EPI_ISL_502033|1770913|A/Texas/9797/2019||2019-04-29, 2019.33, 0.041519, 0.003255
EPI_ISL_362322|1480326|A/California/132/2019|Original|2019-04-04, 2019.26, 0.041520, 0.003517
EPI_ISL_359655|1461220|A/Michigan/218/2019|Original|2019-03-08, 2019.19, 0.040938, 0.003195
EPI_ISL_353381|1427387|A/Colorado/24/2019|Original|2019-03-13, 2019.2, 0.041523, 0.003744
EPI_ISL_353374|1427331|A/Indiana/22/2019|Original|2019-03-23, 2019.23, 0.041529, 0.003637
EPI_ISL_351871|1420830|A/Michigan/201/2019|Original|2019-03-03, 2019.17, 0.040944, 0.003276
EPI_ISL_366413|1499414|A/Illinois/8598/2019|Original|2019-02-05, 2019.1, 0.040364, 0.002957
EPI_ISL_501884|1769658|A/Ohio/9274/2019||2019-03-27, 2019.24, 0.040364, 0.002436
EPI_ISL_357929|1448846|A/Indiana/30/2019|Original|2019-04-17, 2019.29, 0.040364, 0.002249
EPI_ISL_354273|1433396|A/Maryland/15/2019|Original|2019-03-11, 2019.19, 0.040364, 0.002622
EPI_ISL_342293|1372879|A/Arkansas/07/2019|Original|2019-01-24, 2019.07, 0.040952, 0.003656
EPI_ISL_348099|1396938|A/Missouri/11/2019|Original|2019-02-19, 2019.13, 0.040953, 0.003434
EPI_ISL_349852|1408498|A/California/90/2019|Original|2019-03-05, 2019.18, 0.040952, 0.003246
VDL|A/swine/Iowa/24160/2019|H1N1|HA|swine|2019-03-29, 2019.24, 0.040954, 0.003025
EPI_ISL_372535|1527132|A/Washington/9748/2019|Original|2019-03-19, 2019.22, 0.040956, 0.003102
EPI_ISL_359282|1458264|A/Tennessee/43/2019|Original|2019-02-27, 2019.16, 0.040956, 0.003326
EPI_ISL_359366|1458934|A/Pennsylvania/783/2019|Original|2019-03-13, 2019.2, 0.040369, 0.002590
EPI_ISL_366679|1501081|A/Illinois/8931/2019|Original|2019-02-11, 2019.11, 0.040372, 0.002927
EPI_ISL_359316|1458536|A/Pennsylvania/694/2019|Original|2019-02-28, 2019.16, 0.041541, 0.003910
EPI_ISL_505735|1789113|A/Arizona/NHRC_OID_FDX110138/2019||2019-03-14, 2019.2, 0.040956, 0.003177
MK878729|A/swine/Iowa/A02431987/2019|H1N1|USA|04/03/2019, 2019.25, 0.040961, 0.002995
VDL|A/swine/Iowa/16126/2019|H1N1|HA|swine|2019-03-01, 2019.17, 0.040963, 0.003295
EPI_ISL_359840|1462689|A/Wisconsin/371/2019|Original|2019-03-19, 2019.22, 0.040963, 0.003109
VDL|A/swine/Missouri/23110/2019|H1N1|HA|swine|2019-03-26, 2019.24, 0.041548, 0.003619
VDL|A/swine/Illinois/42188/2019|H1N1|HA|swine|2019-06-03, 2019.42, 0.043297, 0.004698
EPI_ISL_370004|1517943|A/New_Mexico/8163/2019|Original|2019-01-29, 2019.08, 0.041547, 0.004214
EPI_ISL_370067|1518271|A/New_Mexico/8300/2019|Original|2019-01-30, 2019.08, 0.041547, 0.004214
MT052096|A/swine/Iowa/A02478969/2020|H1N1|USA|01/02/2020, 2020.01, 0.043890, 0.003092
EPI_ISL_364169|1488636|A/Georgia/28/2019|Original|2019-04-14, 2019.28, 0.041544, 0.003466
EPI_ISL_380420|1559666|A/Michigan/296/2019|Original|2019-03-18, 2019.21, 0.041541, 0.003724
EPI_ISL_358899|1455225|A/Michigan/50/2019|Original|2019-01-25, 2019.07, 0.041543, 0.004248
EPI_ISL_353407|1427593|A/Wisconsin/390/2019|Original|2019-03-29, 2019.24, 0.041550, 0.003622
EPI_ISL_349804|1408127|A/Wisconsin/134/2019|Original|2019-03-16, 2019.21, 0.041550, 0.003733
EPI_ISL_354288|1433515|A/West_Virginia/22/2019|Original|2019-03-10, 2019.19, 0.041550, 0.003808
MN931989|A/swine/Georgia/A02478886/2019|H1N1|USA|11/21/2019, 2019.88, 0.044483, 0.004170
VDL|A/swine/Kentucky/21797/2019|H1N1|HA|swine|2019-03-21, 2019.22, 0.042727, 0.004873
EPI_ISL_366401|1499402|A/Arkansas/8573/2019|Original|2019-02-05, 2019.1, 0.040968, 0.003561
EPI_ISL_372571|1527317|A/Arkansas/9020/2019|Original|2019-03-18, 2019.21, 0.040968, 0.003151
EPI_ISL_366926|1502870|A/Arkansas/8723/2019|Original|2019-03-11, 2019.19, 0.040968, 0.003225
EPI_ISL_380346|1559080|A/Washington/298/2019|Original|2019-02-27, 2019.16, 0.040968, 0.003337
EPI_ISL_501904|1769973|A/Arkansas/9173/2019||2019-03-22, 2019.22, 0.040973, 0.003118
EPI_ISL_353370|1427299|A/Arkansas/25/2019|Original|2019-04-03, 2019.25, 0.041557, 0.003591
EPI_ISL_355480|1437542|A/Oklahoma/21/2019|Original|2019-03-24, 2019.23, 0.041557, 0.003666
MN732761|A/swine/Illinois/A02478803/2019|H1N1|USA|10/29/2019, 2019.82, 0.043311, 0.003221
EPI_ISL_348113|1397047|A/Arkansas/20/2019|Original|2019-03-04, 2019.18, 0.042140, 0.004434
EPI_ISL_387158|1575395|A/Arkansas/8413/2019|Original|2019-02-04, 2019.09, 0.041559, 0.004190
EPI_ISL_355515|1437820|A/Louisiana/31/2019|Original|2019-04-10, 2019.27, 0.041553, 0.003512
MN095396|A/swine/Iowa/A02478523/2019|H1N1|USA|05/29/2019, 2019.41, 0.042135, 0.003573
MN184599|A/swine/Iowa/A02478541/2019|H1N1|USA|06/19/2019, 2019.46, 0.042137, 0.003389
EPI_ISL_353414|1427649|A/Illinois/23/2019|Original|2019-03-11, 2019.19, 0.041559, 0.003817
VDL|A/swine/Illinois/51783/2019|H1N1|HA|swine|2019-07-10, 2019.52, 0.041562, 0.002590
MN095394|A/swine/Iowa/A02478524/2019|H1N1|USA|05/30/2019, 2019.41, 0.042144, 0.003582
EPI_ISL_402851|1652589|A/Wyoming/25/2019|Original|2019-12-04, 2019.92, 0.044475, 0.004012
EPI_ISL_409183|1684317|A/Mississippi/01/2020|Original|2020-01-06, 2020.02, 0.043310, 0.002475
EPI_ISL_390302|1588417|A/California/164/2019|Original|2019-08-12, 2019.61, 0.042734, 0.003426
EPI_ISL_2557740|1874147|A/Texas/417/2019|Original|2019-11-22, 2019.88, 0.042736, 0.002422
EPI_ISL_2522073|1871873|A/Texas/87/2020|Original|2020-01-26, 2020.07, 0.042738, 0.001717
EPI_ISL_392614|1597738|A/Arizona/33/2019|Original|2019-07-24, 2019.56, 0.042738, 0.003617
EPI_ISL_395039|1607173|A/Texas/390/2019|Original|2019-09-03, 2019.67, 0.042738, 0.003207
EPI_ISL_402482|1649751|A/Nebraska/22/2019|Original|2019-12-03, 2019.91, 0.042738, 0.002313
EPI_ISL_414193|1707218|A/Texas/10908/2019|Original|2019-12-29, 2019.98, 0.042738, 0.002052
EPI_ISL_528971|1801725|A/Texas/456/2019|Original|2019-12-09, 2019.93, 0.042738, 0.002239
EPI_ISL_409192|1684389|A/Louisiana/64/2019|Original|2019-12-13, 2019.94, 0.042738, 0.002201
EPI_ISL_403815|1657507|A/Texas/10021/2019|Original|2019-10-20, 2019.79, 0.042738, 0.002760
EPI_ISL_414185|1707165|A/Texas/10900/2019|Original|2019-11-03, 2019.83, 0.042738, 0.002611
EPI_ISL_427848|1729106|A/Colorado/11494/2020|Original|2020-01-31, 2020.08, 0.042738, 0.001680
EPI_ISL_404331|1660290|A/Texas/10183/2019|Original|2019-11-24, 2019.89, 0.042738, 0.002388
EPI_ISL_528977|1801773|A/Texas/449/2019|Original|2019-11-23, 2019.88, 0.042738, 0.002425
EPI_ISL_412572|1699619|A/Texas/10552/2019|Original|2019-12-10, 2019.93, 0.042738, 0.002239
EPI_ISL_528975|1801757|A/Texas/452/2019|Original|2019-11-29, 2019.9, 0.042738, 0.002350
EPI_ISL_391284|1592689|A/Texas/387/2019|Original|2019-08-13, 2019.61, 0.042738, 0.003431
EPI_ISL_402835|1652458|A/Texas/405/2019|Original|2019-12-07, 2019.92, 0.042738, 0.002276
EPI_ISL_403103|1654315|A/Texas/9896/2019|Original|2019-11-12, 2019.85, 0.042738, 0.002537
EPI_ISL_427929|1729696|A/Mississippi/11575/2020|Original|2020-01-26, 2020.07, 0.042738, 0.001717
EPI_ISL_404521|1661711|A/Louisiana/58/2019|Original|2019-11-19, 2019.87, 0.042738, 0.002462
EPI_ISL_435237|1735929|A/Texas/11914/2019|Original|2019-12-20, 2019.96, 0.042738, 0.002127
EPI_ISL_404332|1660298|A/Texas/10185/2019|Original|2019-11-27, 2019.9, 0.042738, 0.002350
EPI_ISL_398879|1631440|A/Texas/395/2019|Original|2019-10-28, 2019.82, 0.042738, 0.002648
EPI_ISL_398864|1631322|A/Texas/396/2019|Original|2019-11-04, 2019.83, 0.042738, 0.002611
EPI_ISL_405470|1668096|A/Texas/10344/2019|Original|2019-12-06, 2019.92, 0.042738, 0.002276
EPI_ISL_402501|1649899|A/Louisiana/54/2019|Original|2019-11-13, 2019.86, 0.042738, 0.002499
EPI_ISL_404505|1661584|A/Texas/408/2019|Original|2019-12-26, 2019.98, 0.042738, 0.002052
EPI_ISL_390268|1588150|A/Ohio/27/2019|Original|2019-07-31, 2019.58, 0.042738, 0.003543
EPI_ISL_412559|1699531|A/Texas/10539/2019|Original|2019-12-20, 2019.96, 0.042738, 0.002127
EPI_ISL_2524938|1872357|A/Texas/80/2020|Original|2020-01-23, 2020.06, 0.042738, 0.001754
EPI_ISL_414183|1707149|A/Texas/10898/2019|Original|2019-12-18, 2019.95, 0.042738, 0.002164
EPI_ISL_412568|1699593|A/Texas/10548/2019|Original|2019-12-10, 2019.93, 0.043322, 0.002822
EPI_ISL_416927|1717895|A/Wyoming/05/2020|Original|2020-02-17, 2020.13, 0.043908, 0.002664
EPI_ISL_412554|1699494|A/Texas/10534/2019|Original|2019-12-23, 2019.97, 0.043328, 0.002679
EPI_ISL_2557904|1876365|A/Michigan/476/2019|Original|2019-12-27, 2019.98, 0.043327, 0.002641
EPI_ISL_410792|1692862|A/Louisiana/01/2020|Original|2020-01-04, 2020.01, 0.043327, 0.002529
EPI_ISL_427942|1729793|A/New_Jersey/11588/2020|Original|2020-01-31, 2020.08, 0.044493, 0.003434
EPI_ISL_401131|1644079|A/Oklahoma/25/2019|Original|2019-11-25, 2019.89, 0.043329, 0.002979
EPI_ISL_409490|1686658|A/Arkansas/02/2020|Original|2020-01-05, 2020.01, 0.044491, 0.003694
EPI_ISL_401205|1644667|A/Wisconsin/583/2019|Original|2019-11-23, 2019.88, 0.043332, 0.003018
EPI_ISL_402844|1652533|A/Texas/406/2019|Original|2019-12-09, 2019.93, 0.044494, 0.003994
EPI_ISL_410788|1692830|A/Arkansas/07/2020|Original|2020-01-17, 2020.05, 0.043915, 0.002968
EPI_ISL_414826|1709538|A/Oklahoma/11211/2020|Original|2020-01-09, 2020.02, 0.044494, 0.003659
EPI_ISL_404504|1661576|A/Wyoming/28/2019|Original|2019-12-19, 2019.96, 0.043913, 0.003301
EPI_ISL_397019|1617911|A/Texas/393/2019|Original|2019-10-14, 2019.78, 0.043912, 0.003971
EPI_ISL_528970|1801717|A/Texas/451/2019|Original|2019-11-24, 2019.89, 0.043914, 0.003563
EPI_ISL_414196|1707237|A/Texas/10911/2019|Original|2019-12-27, 2019.98, 0.043916, 0.003230
EPI_ISL_2246147|1861977|A/Tennessee/90/2019|Original|2019-12-22, 2019.96, 0.045697, 0.005086
EPI_ISL_2246137|1861903|A/Tennessee/02/2020|Original|2020-01-01, 2020.0, 0.046276, 0.005516
EPI_ISL_402478|1649719|A/Mississippi/36/2019|Original|2019-12-03, 2019.91, 0.043334, 0.002909
EPI_ISL_414180|1707126|A/Texas/10895/2019|Original|2019-12-08, 2019.93, 0.043336, 0.002837
EPI_ISL_2522063|1871793|A/Texas/57/2020|Original|2020-01-16, 2020.04, 0.044501, 0.003591
EPI_ISL_2522071|1871858|A/Texas/78/2020|Original|2020-01-23, 2020.06, 0.044501, 0.003517
EPI_ISL_414903|1710102|A/Texas/11287/2020|Original|2020-01-16, 2020.04, 0.043336, 0.002427
EPI_ISL_409216|1684575|A/Montana/01/2020|Original|2020-01-05, 2020.01, 0.043336, 0.002538
EPI_ISL_404296|1660032|A/Florida/10147/2019|Original|2019-12-02, 2019.91, 0.043919, 0.003494
EPI_ISL_394980|1606731|A/Wisconsin/565/2019|Original|2019-09-15, 2019.7, 0.043921, 0.004278
EPI_ISL_409184|1684325|A/Mississippi/02/2020|Original|2020-01-06, 2020.02, 0.045083, 0.004248
EPI_ISL_528974|1801749|A/Texas/444/2019|Original|2019-11-03, 2019.83, 0.042755, 0.002628
EPI_ISL_395481|1609899|A/Louisiana/41/2019|Original|2019-09-20, 2019.71, 0.042757, 0.003077
VDL|A/swine/Illinois/77473/2019|Unsubtypable|HA|swine|2019-10-14, 2019.78, 0.044508, 0.004567
EPI_ISL_395486|1609938|A/Florida/105/2019|Original|2019-09-29, 2019.74, 0.044505, 0.004714
EPI_ISL_398877|1631424|A/Florida/120/2019|Original|2019-10-28, 2019.82, 0.045676, 0.005587
EPI_ISL_395461|1609741|A/Florida/106/2019|Original|2019-09-25, 2019.73, 0.044510, 0.004755
EPI_ISL_395464|1609765|A/Florida/98/2019|Original|2019-09-10, 2019.68, 0.043931, 0.004363
EPI_ISL_395462|1609749|A/Florida/109/2019|Original|2019-09-27, 2019.73, 0.043931, 0.004177
EPI_ISL_392589|1597543|A/Florida/95/2019|Original|2019-09-04, 2019.67, 0.043931, 0.004400
EPI_ISL_395465|1609773|A/Florida/100/2019|Original|2019-09-13, 2019.69, 0.043931, 0.004326
EPI_ISL_400051|1636715|A/Texas/397/2019|Original|2019-11-20, 2019.88, 0.043926, 0.003612
EPI_ISL_2271167|1866250|A/Michigan/07/2020|Original|2020-01-07, 2020.02, 0.045671, 0.004836
EPI_ISL_2271165|1866234|A/Michigan/485/2019|Original|2019-12-23, 2019.97, 0.045091, 0.004442
EPI_ISL_2258124|1863233|A/Texas/427/2019|Original|2019-12-20, 2019.96, 0.043346, 0.002734
EPI_ISL_2258106|1863089|A/Texas/424/2019|Original|2019-12-18, 2019.95, 0.043933, 0.003359
EPI_ISL_2258146|1863409|A/Texas/430/2019|Original|2019-12-28, 2019.98, 0.043933, 0.003247
EPI_ISL_2258141|1863369|A/Texas/436/2019|Original|2019-12-31, 2019.99, 0.043933, 0.003209
EPI_ISL_2258115|1863162|A/Texas/11/2020|Original|2020-01-08, 2020.02, 0.043933, 0.003098
EPI_ISL_405474|1668125|A/Texas/10348/2019|Original|2019-12-18, 2019.95, 0.043348, 0.002774
EPI_ISL_2258132|1863297|A/Texas/421/2019|Original|2019-12-10, 2019.93, 0.043348, 0.002849
EPI_ISL_2258127|1863257|A/Texas/429/2019|Original|2019-12-27, 2019.98, 0.043348, 0.002662
EPI_ISL_2521419|1870518|A/Washington/41/2020|Original|2020-01-16, 2020.04, 0.043348, 0.002439
EPI_ISL_404295|1660025|A/Florida/10146/2019|Original|2019-11-12, 2019.85, 0.043348, 0.003147
EPI_ISL_2521721|1871265|A/Texas/442/2019|Original|2019-12-27, 2019.98, 0.043348, 0.002662
EPI_ISL_2258160|1863543|A/Texas/419/2019|Original|2019-12-09, 2019.93, 0.043348, 0.002849
EPI_ISL_2258099|1863029|A/Texas/418/2019|Original|2019-12-06, 2019.92, 0.043348, 0.002886
EPI_ISL_397229|1619199|A/Louisiana/44/2019|Original|2019-10-10, 2019.77, 0.044509, 0.004606
MW181610|A/swine/Oklahoma/A02245720/2020|H1N1|USA|09/29/2020, 2020.74, 0.045680, 0.002162
MW290383|A/swine/Iowa/A02524749/2020|H1N1|USA|10/14/2020, 2020.78, 0.047435, 0.003768
MW478490|A/swine/Iowa/A02524983/2020|H1N1|USA|12/14/2020, 2020.94, 0.047440, 0.003177
EPI_ISL_528963|1801661|A/Texas/454/2019|Original|2019-12-06, 2019.92, 0.043346, 0.002883
EPI_ISL_402503|1649915|A/Louisiana/57/2019|Original|2019-11-20, 2019.88, 0.044512, 0.004198
EPI_ISL_397030|1617999|A/Nevada/31/2019|Original|2019-10-18, 2019.79, 0.043930, 0.003952
EPI_ISL_2246255|1862615|A/Ohio/11/2020|Original|2020-01-10, 2020.03, 0.043353, 0.002481
EPI_ISL_398448|1628486|A/Wisconsin/573/2019|Original|2019-10-23, 2019.8, 0.043355, 0.003340
EPI_ISL_405771|1669339|A/Florida/140/2019|Original|2019-12-14, 2019.94, 0.043358, 0.002821
EPI_ISL_390301|1588410|A/Iowa/36/2019|Original|2019-08-11, 2019.61, 0.043358, 0.004050
EPI_ISL_412280|1697701|A/New_Mexico/04/2020|Original|2020-01-28, 2020.08, 0.043358, 0.002299
EPI_ISL_409229|1684672|A/Georgia/48/2019|Original|2019-12-29, 2019.98, 0.043358, 0.002672
EPI_ISL_400058|1636771|A/Oklahoma/24/2019|Original|2019-11-01, 2019.82, 0.045113, 0.005023
EPI_ISL_404768|1663643|A/Maine/46/2019|Original|2019-12-19, 2019.96, 0.046861, 0.006250
EPI_ISL_400943|1642446|A/Texas/402/2019|Original|2019-11-27, 2019.9, 0.045117, 0.004729
EPI_ISL_528972|1801733|A/Texas/450/2019|Original|2019-11-24, 2019.89, 0.045117, 0.004766
EPI_ISL_414101|1706549|A/Maryland/10816/2019|Original|2019-11-30, 2019.9, 0.044527, 0.004139
EPI_ISL_402816|1652308|A/Maryland/45/2019|Original|2019-12-08, 2019.93, 0.043947, 0.003447
EPI_ISL_414182|1707142|A/Texas/10897/2019|Original|2019-11-25, 2019.89, 0.046279, 0.005928
EPI_ISL_398888|1631510|A/Virginia/38/2019|Original|2019-10-29, 2019.82, 0.045113, 0.005023
EPI_ISL_410797|1692901|A/New_York/12/2020|Original|2020-01-20, 2020.05, 0.045115, 0.004168
EPI_ISL_2532294|1872846|A/Pennsylvania/1056/2019|Original|2019-12-16, 2019.95, 0.045115, 0.004541
EPI_ISL_398865|1631329|A/District_Of_Columbia/44/2019|Original|2019-10-25, 2019.81, 0.043944, 0.003892
EPI_ISL_401161|1644317|A/District_Of_Columbia/46/2019|Original|2019-10-28, 2019.82, 0.043944, 0.003855
EPI_ISL_435225|1735837|A/South_Carolina/11902/2020|Original|2020-02-06, 2020.1, 0.044528, 0.003395
EPI_ISL_409226|1684652|A/Maryland/05/2020|Original|2020-01-05, 2020.01, 0.044529, 0.003731
EPI_ISL_414189|1707197|A/Texas/10904/2019|Original|2019-12-27, 2019.98, 0.044533, 0.003847
EPI_ISL_428012|1730319|A/Texas/11658/2020|Original|2020-01-28, 2020.08, 0.044532, 0.003473
EPI_ISL_414168|1707040|A/Texas/10883/2019|Original|2019-12-24, 2019.97, 0.043954, 0.003305
EPI_ISL_414197|1707245|A/Texas/10912/2019|Original|2019-12-21, 2019.96, 0.044536, 0.003925
EPI_ISL_412557|1699515|A/Texas/10537/2019|Original|2019-12-19, 2019.96, 0.044536, 0.003925
EPI_ISL_491738|1757616|A/Georgia/01/2020|Original|2020-01-08, 2020.02, 0.043952, 0.003117
EPI_ISL_2258108|1863106|A/Texas/435/2019|Original|2019-12-30, 2019.99, 0.043952, 0.003228
EPI_ISL_412553|1699486|A/Texas/10533/2019|Original|2019-12-23, 2019.97, 0.043952, 0.003303
EPI_ISL_2521663|1871014|A/Texas/49/2020|Original|2020-01-14, 2020.04, 0.043952, 0.003042
EPI_ISL_414171|1707060|A/Texas/10886/2019|Original|2019-12-26, 2019.98, 0.043952, 0.003266
EPI_ISL_412565|1699571|A/Texas/10545/2019|Original|2019-12-22, 2019.96, 0.043952, 0.003340
EPI_ISL_414100|1706541|A/Maryland/10815/2019|Original|2019-11-06, 2019.84, 0.043350, 0.003186
EPI_ISL_2258113|1863146|A/Texas/06/2020|Original|2020-01-04, 2020.01, 0.043350, 0.002553
EPI_ISL_398439|1628414|A/Mississippi/30/2019|Original|2019-10-15, 2019.78, 0.043929, 0.003989
EPI_ISL_390258|1588070|A/Utah/39/2019|Original|2019-08-05, 2019.59, 0.043353, 0.004120
EPI_ISL_390257|1588062|A/Utah/38/2019|Original|2019-07-31, 2019.58, 0.043353, 0.004157
EPI_ISL_400056|1636756|A/Nevada/35/2019|Original|2019-11-11, 2019.85, 0.043353, 0.003151
EPI_ISL_404782|1663759|A/Florida/138/2019|Original|2019-12-02, 2019.91, 0.045685, 0.005259
EPI_ISL_413793|1705369|A/Louisiana/08/2020|Original|2020-01-23, 2020.06, 0.047459, 0.006475
EPI_ISL_414832|1709584|A/Oklahoma/11217/2020|Original|2020-01-17, 2020.05, 0.045685, 0.004739
EPI_ISL_398440|1628422|A/Arizona/46/2019|Original|2019-10-23, 2019.8, 0.045686, 0.005670
EPI_ISL_528962|1801653|A/Texas/461/2019|Original|2019-12-26, 2019.98, 0.045094, 0.004408
EPI_ISL_398441|1628430|A/Nevada/32/2019|Original|2019-10-23, 2019.8, 0.044520, 0.004505
EPI_ISL_403216|1655167|A/Nevada/9885/2019|Original|2019-10-16, 2019.78, 0.044520, 0.004580
EPI_ISL_4070990|1902506|A/Arizona/ASUFLU11052019002/2019||2019-11-05, 2019.84, 0.045099, 0.004935
EPI_ISL_401142|1644166|A/Utah/57/2019|Original|2019-11-28, 2019.9, 0.045099, 0.004712
EPI_ISL_2524810|1872270|A/Texas/440/2019|Original|2019-12-26, 2019.98, 0.043934, 0.003248
EPI_ISL_2258149|1863443|A/Texas/428/2019|Original|2019-12-24, 2019.97, 0.044513, 0.003864
EPI_ISL_2524523|1872094|A/Texas/47/2020|Original|2020-01-13, 2020.04, 0.043357, 0.002447
EPI_ISL_414113|1706642|A/Nevada/10828/2020|Original|2020-01-06, 2020.02, 0.043357, 0.002522
EPI_ISL_414177|1707102|A/Texas/10892/2020|Original|2020-01-06, 2020.02, 0.043357, 0.002522
EPI_ISL_414895|1710053|A/Texas/11280/2020|Original|2020-01-07, 2020.02, 0.043936, 0.003101
EPI_ISL_2557671|1873646|A/Texas/156/2020|Original|2020-01-06, 2020.02, 0.045107, 0.004272
MW478482|A/swine/Iowa/A02524990/2020|H1N1|USA|12/16/2020, 2020.95, 0.053425, 0.009125
MT982665|A/swine/Indiana/A02524531/2020|H1N1|USA|08/10/2020, 2020.6, 0.046857, 0.003861
MZ502617|A/swine/Indiana/A02635883/2021|H1N1|USA|06/03/2021, 2021.42, 0.050981, 0.004930
MZ502631|A/swine/Indiana/A02635884/2021|H1N1|USA|06/03/2021, 2021.42, 0.050982, 0.004931
VDL|A/swine/Michigan/31971/2021|Unsubtypable|MI|2021-04-13, 2021.28, 0.050403, 0.004873
MW939635|A/swine/Indiana/A02525304/2021|H1N1|USA|03/24/2021, 2021.23, 0.049826, 0.004483
MZ485442|A/swine/Ohio/A02635847/2021|H1N1|USA|05/19/2021, 2021.38, 0.052750, 0.006847
VDL|A/swine/Indiana/34254/2021|H1N1|IN|2021-04-20, 2021.3, 0.052165, 0.006560
EPI_ISL_390270|1588166|A/Texas/360/2019|Original|2019-07-28, 2019.57, 0.043348, 0.004190
EPI_ISL_404825|1664102|A/Texas/409/2019|C1|2019-12-28, 2019.98, 0.045100, 0.004414
EPI_ISL_404335|1660322|A/Texas/10188/2019|Original|2019-11-27, 2019.9, 0.043349, 0.002961
EPI_ISL_401145|1644189|A/Texas/400/2019|Original|2019-11-19, 2019.87, 0.043937, 0.003661
EPI_ISL_412473|1698899|A/Colorado/10453/2019|Original|2019-12-17, 2019.95, 0.043938, 0.003363
EPI_ISL_402534|1650156|A/Colorado/49/2019|Original|2019-12-15, 2019.95, 0.043358, 0.002783
EPI_ISL_412474|1698907|A/Colorado/10454/2019|Original|2019-12-17, 2019.95, 0.043358, 0.002783
EPI_ISL_412530|1699313|A/Ohio/10510/2019|Original|2019-12-14, 2019.94, 0.044517, 0.003980
EPI_ISL_412535|1699350|A/Ohio/10515/2019|Original|2019-12-23, 2019.97, 0.044517, 0.003868
EPI_ISL_2532277|1872822|A/Pennsylvania/24/2020|Original|2020-01-08, 2020.02, 0.044517, 0.003682
EPI_ISL_405475|1668133|A/Virginia/10349/2019|Original|2019-12-05, 2019.92, 0.044517, 0.004055
EPI_ISL_528959|1801629|A/Texas/462/2019|Original|2019-12-27, 2019.98, 0.044517, 0.003831
EPI_ISL_405477|1668149|A/Virginia/10351/2019|Original|2019-12-04, 2019.92, 0.044517, 0.004055
EPI_ISL_405476|1668141|A/Virginia/10350/2019|Original|2019-12-04, 2019.92, 0.044517, 0.004055
EPI_ISL_414066|1706285|A/Georgia/10781/2019|Original|2019-12-30, 2019.99, 0.044517, 0.003794
EPI_ISL_409182|1684309|A/Ohio/37/2019|Original|2019-12-27, 2019.98, 0.044517, 0.003831
EPI_ISL_390303|1588425|A/California/163/2019|Original|2019-08-02, 2019.58, 0.044518, 0.005323
EPI_ISL_390255|1588046|A/Tennessee/77/2019|Original|2019-07-27, 2019.57, 0.043935, 0.004777
EPI_ISL_402556|1650327|A/District_Of_Columbia/48/2019|Original|2019-11-10, 2019.85, 0.045682, 0.005480
EPI_ISL_402561|1650367|A/Massachusetts/44/2019|Original|2019-11-25, 2019.89, 0.046261, 0.005911
EPI_ISL_397254|1619390|A/Arkansas/27/2019|Original|2019-10-23, 2019.8, 0.044519, 0.004504
EPI_ISL_409233|1684702|A/Georgia/38/2019|Original|2019-10-08, 2019.76, 0.046265, 0.006399
EPI_ISL_405415|1667683|A/Georgia/10289/2019|Original|2019-12-06, 2019.92, 0.046270, 0.005808
EPI_ISL_397239|1619271|A/Pennsylvania/1021/2019|Original|2019-10-12, 2019.77, 0.045686, 0.005783
EPI_ISL_398438|1628406|A/Minnesota/55/2019|Original|2019-10-25, 2019.81, 0.045106, 0.005054
EPI_ISL_397230|1619207|A/Louisiana/45/2019|Original|2019-10-10, 2019.77, 0.045109, 0.005205
EPI_ISL_401126|1644039|A/Minnesota/60/2019|Original|2019-11-17, 2019.87, 0.045109, 0.004833
EPI_ISL_409231|1684686|A/Georgia/39/2019|Original|2019-10-10, 2019.77, 0.045109, 0.005205
EPI_ISL_400070|1636863|A/Wisconsin/579/2019|Original|2019-11-14, 2019.86, 0.045109, 0.004870
EPI_ISL_398442|1628438|A/Illinois/34/2019|Original|2019-10-29, 2019.82, 0.045109, 0.005019
EPI_ISL_400072|1636879|A/Minnesota/58/2019|Original|2019-11-10, 2019.85, 0.045109, 0.004907
EPI_ISL_400071|1636871|A/Minnesota/56/2019|Original|2019-11-04, 2019.83, 0.045109, 0.004982
